"","other","acetobacteraceae","bradyrhizobiaceae","caulobacteraceae","comamonadaceae","hyphomicrobiaceae","mycobacteriaceae","oxalobacteraceae","rhodospirillaceae","sphingomonadaceae","xanthomonadaceae"
"X24_cp311",0.937181626559715,0.0051044073083779,0.0095041458704694,0.00240456773618538,0.00590435977421272,0.0158037715389186,0.000654671717171717,0.000904656862745098,0.0103040983363042,0.00607934937611408,0.0061543449197861
"X24_cp303",0.938831528520499,0.000654671717171717,0.00350450237670826,0.00217958110516934,0.0132289245395128,0.017678660130719,0.00115464200831848,0.00047968211527035,0.00770425282234106,0.0100041161616162,0.0045794385026738
"X24_cp240",0.942131332442068,0.00120463903743316,0.00417946226975639,0.00147962269756387,0.0133289185977421,0.017978642305407,0.00157961675579323,0.0014296256684492,0.00600435383244207,0.00725427956030897,0.00342950683303624
"X24_cp312",0.916957828282828,0.00325451723113488,0.00827921865715983,0.00127963458110517,0.00860419934640523,0.0340776856803327,0.00210458556149733,0.000954653891859774,0.0104790879382056,0.00700429441473559,0.00700429441473559
"X24_cp251",0.905583504159239,0.00875419043374926,0.0113040389185977,0.00520440136660725,0.0153787967914439,0.0186286036838978,0.00102964943553179,0.00167961081402258,0.0113540359477124,0.00827921865715983,0.012803949792038
"X24_cp264",0.934056812240048,0.00105464795008913,0.00385448158051099,0.00240456773618538,0.0133039200831848,0.0174536734997029,0.000604674688057041,0.000604674688057041,0.0118290077243018,0.00902917409387998,0.00580436571598336
"X24_cp245",0.94220632798574,0.00567937314319667,0.00730427658942365,0.0037294890077243,0.00680430629827689,0.012578963161022,0.000604674688057041,0.00150462121212121,0.00890418152109329,0.005629376114082,0.00505441027926322
"X24_cp243",0.933431849376114,0.000629673202614379,0.00335451128936423,0.00117964052287582,0.00665431521093286,0.0240532813428402,0.00197959298871064,0.000304692513368984,0.00882918597742127,0.0122289839572193,0.00735427361853832
"X24_cp241",0.911083177361854,0.00175460635769459,0.00652932263814617,0.00192959595959596,0.0072042825311943,0.0340026901366607,0.00167961081402258,0.00170460932857992,0.00972913250148544,0.0165537269756387,0.00782924539512775
"X24_cp266",0.933406850861557,0.00810422905525847,0.010729073083779,0.00420446078431373,0.00217958110516934,0.0187785947712418,0.00100465092097445,0.00102964943553179,0.0131789275103981,0.00327951574569222,0.00410446672608437
"X24_cp235",0.905333519013666,0.00297953357100416,0.00675430926916221,0.00225457664884135,0.0122789809863339,0.0323777866904338,0.00307952762923351,0.00150462121212121,0.0131289304812834,0.0111790463458111,0.00912916815210933
"X24_cp302",0.938706535947712,0.00047968211527035,0.00550438354129531,0.000804662804515746,0.00445444592988711,0.0220534001782531,0.00242956625074272,0.00127963458110517,0.00765425579322638,0.0118040092097445,0.00482942364824718
"X24_cp272",0.914107997623292,0.0119540002970885,0.0134039141414141,0.00802923351158645,0.00435445187165775,0.0201785115864528,0.00227957516339869,0.00205458853238265,0.00942915032679739,0.0104290909090909,0.00377948603683898
"X24_cp247",0.917757780748663,0.0082542201426025,0.00757926024955437,0.00557937908496732,0.00285454099821747,0.0209534655377302,0.00177960487225193,0.00130463309566251,0.0115290255496138,0.0176536616161616,0.00475442810457516
