"";"other";"acidimicrobiales";"bacillales";"burkholderiales";"caulobacterales";"myxococcales";"rhizobiales";"rhodospirillales";"solirubrobacterales";"sphingomonadales";"xanthomonadales"
"OSBS_002-M-35-24-20140818";0.873079225703452;0.0031929754540012;0.00359209738575135;0.0125723408501297;0.000798243863500299;0.00917980443025344;0.0415086809020156;0.0365196567551387;0.00458990221512672;0.00039912193175015;0.0145679505088805
"OSBS_002-M-5-26-20140701";0.844741568549192;0.00339253641987627;0.00439034124925165;0.0153661943723808;0.00259429255637597;0.0101776092596288;0.0496906805028936;0.0468968269806426;0.00518858511275195;0.00119736579525045;0.0163639992017561
"OSBS_003-M-17-9-20140701";0.862901616443824;0.0015964877270006;0.00439034124925165;0.00678507283975254;0.000997804829375374;0.00778287766912792;0.0580722410696468;0.0355218519257633;0.00179604869287567;0.000199560965875075;0.0199560965875075
"OSBS_003-M-17-9-20140818";0.834563959289563;0.0015964877270006;0.00279385352225105;0.010776292157254;0.00419078028337657;0.00598682897625225;0.0588704849331471;0.0512871682298942;0.00119736579525045;0.000798243863500299;0.0279385352225105
"OSBS_003-M-29-37-20140701";0.849730592696069;0.00179604869287567;0.00179604869287567;0.0127719018160048;0.0023947315905009;0.00578726801037717;0.0423069247655159;0.0407104370385153;0.00379165835162642;0.000199560965875075;0.0387148273797645
"OSBS_003-M-29-37-20140818";0.85372181201357;0.0023947315905009;0.00498902414687687;0.0119736579525045;0.00379165835162642;0.00977848732787867;0.0460985831171423;0.0476950708441429;0.00419078028337657;0.00039912193175015;0.0149670724406306
"OSBS_003-M-9-11-20140701";0.849331470764318;0.00339253641987627;0.0031929754540012;0.010776292157254;0.0015964877270006;0.00518858511275195;0.0636599481141489;0.0317301935741369;0.00678507283975254;0.000199560965875075;0.0241468768708841
"OSBS_003-M-9-11-20140818";0.860107762921573;0.00279385352225105;0.00279385352225105;0.00518858511275195;0.0023947315905009;0.0109758531231291;0.0500898024346438;0.0343244861305129;0.00299341448812612;0.000798243863500299;0.0275394132907603
"OSBS_022-M-15-33-20140701";0.780482937537418;0.00439034124925165;0.00119736579525045;0.0039912193175015;0.00299341448812612;0.0115745360207543;0.0223508281780084;0.135701456795051;0.00279385352225105;0.000199560965875075;0.0343244861305129
"OSBS_022-M-21-39-20140701";0.763121133506286;0.00299341448812612;0.00119736579525045;0.00359209738575135;0.00379165835162642;0.00957892636200359;0.026541608461385;0.151067651167432;0.00379165835162642;0.000199560965875075;0.0341249251646378
"OSBS_022-M-2-33-20140701";0.625823188984235;0.0031929754540012;0.000199560965875075;0.000199560965875075;0.0055877070445021;0.00698463380562762;0.039912193175015;0.229295549790461;0.00259429255637597;0.000199560965875075;0.0860107762921573
"SCBI_002-M-1-6-20140715";0.83875473957294;0.0015964877270006;0.00678507283975254;0.0151666334065057;0.00139692676112552;0.0425064857313909;0.0474955098782678;0.0281380961883856;0.00299341448812612;0.00219517062462582;0.0129714627818799
"SCBI_002-M-26-3-20140618";0.836958690880064;0.00379165835162642;0.00039912193175015;0.0125723408501297;0.000997804829375374;0.0437038515266414;0.0474955098782678;0.023947315905009;0.00279385352225105;0.00359209738575135;0.0237477549391339
"SCBI_002-M-7-5-20140715";0.829974057074436;0.0055877070445021;0.0165635601676312;0.0129714627818799;0.000798243863500299;0.0353222909598882;0.0439034124925165;0.0297345839153862;0.00259429255637597;0.00439034124925165;0.0181600478946318
"SCBI_002-M-9-17-20140715";0.777289962083416;0.00419078028337657;0.00219517062462582;0.0165635601676312;0.00439034124925165;0.0660546797046498;0.0546797046497705;0.0343244861305129;0.0039912193175015;0.00818199960087807;0.0281380961883856
"SCBI_003-M-11-0-20140715";0.81201357014568;0.00458990221512672;0.00139692676112552;0.00858112153262822;0.0023947315905009;0.0445020953901417;0.0716423867491519;0.0281380961883856;0.00359209738575135;0.0115745360207543;0.0115745360207543
"SCBI_003-M-13-6-20140618";0.854919177808821;0.00259429255637597;0.00199560965875075;0.00917980443025344;0.00039912193175015;0.0468968269806426;0.039912193175015;0.0237477549391339;0.00279385352225105;0.00219517062462582;0.0153661943723808
"SCBI_003-M-27-36-20140715";0.849531031730194;0.00419078028337657;0.00439034124925165;0.00718419477150269;0.000798243863500299;0.0413091199361405;0.0498902414687687;0.0253442426661345;0.0023947315905009;0.00339253641987627;0.0115745360207543
"SCBI_003-M-30-5-20140715";0.807224106964678;0.0039912193175015;0.00518858511275195;0.0055877070445021;0.00179604869287567;0.0299341448812612;0.0620634603871483;0.0566753143085213;0.00458990221512672;0.000598682897625224;0.0223508281780084
"SCBI_003-M-35-24-20140618";0.830772300937937;0.00458990221512672;0.00299341448812612;0.0111754140890042;0.000997804829375374;0.0476950708441429;0.0520854120933945;0.0177609259628817;0.0023947315905009;0.00379165835162642;0.0257433645978847
"SCBI_003-M-5-26-20140618";0.83915386150469;0.00379165835162642;0.00179604869287567;0.0111754140890042;0.000997804829375374;0.0556775094791459;0.0343244861305129;0.0141688285771303;0.00299341448812612;0.00738375573737777;0.0285372181201357
"SCBI_006-M-15-7-20140827";0.865695469966075;0.0039912193175015;0.00858112153262822;0.00838156056675314;0.00179604869287567;0.0397126322091399;0.0315306326082618;0.0195569746557573;0.0031929754540012;0.00658551187387747;0.0109758531231291
"SCBI_006-M-1-7-20140715";0.873677908601078;0.00279385352225105;0.00738375573737777;0.00758331670325284;0.000997804829375374;0.0454999002195171;0.0279385352225105;0.0113749750548793;0.00179604869287567;0.00538814607862702;0.0155657553382558
"SCBI_006-M-17-9-20140618";0.875873079225703;0.00339253641987627;0.00977848732787867;0.00458990221512672;0.000997804829375374;0.0431051686290162;0.0227499501097585;0.0109758531231291;0.00259429255637597;0.0039912193175015;0.0219517062462582
"SCBI_006-M-27-2-20140715";0.832169227699062;0.0047894631810018;0.00838156056675314;0.00937936539612852;0.000199560965875075;0.0548792656156456;0.0415086809020156;0.0145679505088805;0.00758331670325284;0.00538814607862702;0.0211534623827579
"SCBI_006-M-29-37-20140618";0.820195569746558;0.00439034124925165;0.0225503891438835;0.0135701456795051;0.00139692676112552;0.0512871682298942;0.039912193175015;0.0181600478946318;0.00359209738575135;0.0155657553382558;0.00937936539612852
"SCBI_006-M-3-26-20140715";0.873079225703452;0.00359209738575135;0.00778287766912792;0.00618638994212732;0.00199560965875075;0.047894631810018;0.0243464378367591;0.010776292157254;0.00439034124925165;0.00578726801037717;0.0141688285771303
"SCBI_006-M-33-11-20140826";0.895829175813211;0.00219517062462582;0.0191578527240072;0.00359209738575135;0.000997804829375374;0.0323288764717621;0.0241468768708841;0.00778287766912792;0.00219517062462582;0.00299341448812612;0.00878068249850329
"SCBI_006-M-4-7-20140826";0.844342446617442;0.0047894631810018;0.0175613649970066;0.00578726801037717;0.0015964877270006;0.0397126322091399;0.0451007782877669;0.0145679505088805;0.00339253641987627;0.00379165835162642;0.0193574136898823
"SCBI_006-M-9-11-20140618";0.876072640191578;0.00339253641987627;0.0167631211335063;0.0039912193175015;0.00259429255637597;0.026541608461385;0.0433047295948912;0.0141688285771303;0.00458990221512672;0.00219517062462582;0.0063859509080024
"SCBI_012-M-0-30-20140825";0.862502494512073;0.0031929754540012;0.0139692676112552;0.00778287766912792;0.00119736579525045;0.0351227299940132;0.0361205348233885;0.0127719018160048;0.0031929754540012;0.00718419477150269;0.0169626820993814
"SCBI_012-M-15-33-20140618";0.848932348832568;0.00379165835162642;0.00898024346437837;0.00658551187387747;0.00199560965875075;0.0421073637996408;0.0375174615845141;0.0149670724406306;0.00498902414687687;0.0111754140890042;0.0189582917581321
"SCBI_012-M-16-7-20140825";0.872680103771702;0.00199560965875075;0.0209539014168829;0.00458990221512672;0.00119736579525045;0.0339253641987627;0.0369187786868888;0.00758331670325284;0.00179604869287567;0.00778287766912792;0.010576731191379
"SCBI_012-M-21-38-20140715";0.868489323488326;0.00458990221512672;0.00419078028337657;0.00818199960087807;0.0015964877270006;0.0335262422670126;0.0403113151067651;0.0147675114747555;0.00498902414687687;0.0123727798842546;0.00698463380562762
"SCBI_012-M-21-39-20140618";0.828976252245061;0.00439034124925165;0.0023947315905009;0.0135701456795051;0.00498902414687687;0.0604669726601477;0.0363200957892636;0.0113749750548793;0.00458990221512672;0.0103771702255039;0.0225503891438835
"SCBI_012-M-23-28-20140825";0.834963081221313;0.00618638994212732;0.00758331670325284;0.00977848732787867;0.00199560965875075;0.0431051686290162;0.0476950708441429;0.0169626820993814;0.00758331670325284;0.00598682897625225;0.0181600478946318
"SCBI_012-M-2-33-20140618";0.82658152065456;0.00698463380562762;0.00578726801037717;0.0121732189183796;0.0031929754540012;0.0504889243663939;0.0411095589702654;0.0115745360207543;0.00838156056675314;0.0117740969866294;0.0219517062462582
