"";"other";"acidimicrobiia";"actinobacteria";"alphaproteobacteria";"bacilli";"betaproteobacteria";"deltaproteobacteria";"gammaproteobacteria";"gemmatimonadetes";"nitrospira";"thermoleophilia"
"SCBI_045-M-23-30-20140825";0.404467683798254;0.0468795913834975;0.0976447060665132;0.220371717351132;0.0171056131238472;0.0352813573030202;0.0508467651040755;0.0386474952772762;0.00865308054604259;0.00662223756645745;0.0734797524798839
"SCBI_045-M-30-38-20140825";0.403890305610445;0.0470587162701008;0.0976059788447528;0.220026782269135;0.0171648075356463;0.035510677042582;0.0511100608065585;0.0385987607192236;0.00867657504250267;0.0066807519827645;0.0736765838762896
"STER_005-M-0-30-20140820";0.381896078189364;0.0527947332582541;0.103196355850925;0.202370407148827;0.023847103485089;0.0416388171311638;0.0600376130450196;0.0320499753991764;0.0115070545459446;0.00877759037407003;0.0818842715721662
"STER_005-M-16-7-20140820";0.377012851691335;0.0544054500826336;0.10192145945463;0.199115510097831;0.0245342069656816;0.0441164009187891;0.062743866663946;0.0319247626860532;0.0116226802293862;0.00960880591778288;0.0829940052919311
"STER_005-M-23-38-20140820";0.380314906233433;0.0532313583513163;0.102747086141052;0.201300836068951;0.0241513767658081;0.0424439824339625;0.06094937787035;0.0319716425753;0.0115392955173181;0.00905926348159359;0.0822908745609156
"STER_006-M-1-6-20140722";0.397040135883441;0.0483073232952567;0.107304971482887;0.212561394692733;0.0207590875733565;0.0341825724424004;0.0510422944415573;0.0330162810579613;0.0110540702420062;0.00646632561443455;0.0782655432739655
"STER_006-M-22-32-20140820";0.395526237871705;0.0486951924619097;0.10697345404345;0.211596702862571;0.0210639405535113;0.0348724516062922;0.051894226804035;0.0328669428320465;0.011102814760379;0.00665145036730594;0.0787565858367937
"STER_006-M-30-37-20140820";0.397293634253963;0.0482300920837117;0.107342505633874;0.212711749079562;0.0207179150675519;0.0340680968010507;0.050901678701869;0.0329743361698248;0.0110542837755142;0.00643233590377769;0.0782733725293009
"STER_006-M-7-0-20140820";0.39403672564544;0.0492386844389043;0.106662464609858;0.210435880743172;0.0213066043301721;0.0355893982353237;0.0527285368455577;0.0328452664146945;0.0111687760586569;0.00687465894446961;0.0791130037337513
"STER_006-M-7-5-20140722";0.395914126001416;0.0486023111250852;0.107055702352229;0.211759267349752;0.0210064156019154;0.0347080605498106;0.0517365750139094;0.0329111279426242;0.0110938979503366;0.0066179533160119;0.0785945627969096
"STER_018-M-15-7-20140820";0.388845928632804;0.0508222303853799;0.105070788308944;0.206977294546714;0.0223695139329613;0.0381777068385991;0.0558472410991519;0.0325296025515186;0.0113128276060342;0.00766543168788397;0.080381434410009
"STER_018-M-4-7-20140820";0.395777280204261;0.0486062095171077;0.107009471573121;0.211751680487554;0.0210598006790441;0.0347485836883002;0.0517951812682136;0.0328671322359697;0.0111049201146944;0.00662911290446275;0.0786506273272706
"STER_026-M-10-34-20140820";0.391875550003532;0.049919233245993;0.105895323488098;0.209076839156661;0.0217464822205313;0.0367054930321424;0.0540491682451613;0.0327349351619056;0.0112132071007029;0.00722313780450284;0.0795606305407699
"STER_026-M-11-0-20140722";0.394916974411997;0.0489957121610099;0.10676562261951;0.211293990198511;0.0211284749445437;0.0351679364145282;0.052201944676151;0.0329092129035793;0.0111202367852178;0.00674324142605565;0.0787566534588958
