"","other","bacillus","bradyrhizobium","chthoniobacter","devosia","mycobacterium","opitutus","phenylobacterium","pseudomonas","rhodoplanes","sphingomonas"
"NA.662",0.951464273180453,0.00197657914094571,0.000191636838361328,0.00116256699196384,0.000579028162273675,0.00021125158893921,0.00217763033436758,0.000319132717117402,0.00263367328529911,0.0391612425489399,0.000122985211338971
"NA.663",0.96196505974989,0.00125991902907222,0.000152242546769792,0.000939275836826366,0.000449566234124962,0.000327138833449086,0.00223350835825478,0.000239690690109489,8.22840320980342e-05,0.0322748605335297,7.64541558753877e-05
"NA.664",0.963215703017344,0.00190883158998227,0.000104288358809276,0.000648515682496764,0.000390723792328832,0.000207405114876311,0.000270420910250527,0.000258963492909783,5.84586894462005e-05,0.0328667732447693,6.99161067870443e-05
"NA.665",0.965854308397541,0.00162860448457597,0.000117553585401077,0.000731722660550298,0.000195543309229378,0.000219915097925871,0.00147749939465806,0.000224789455665211,0.000341774041407677,0.0291346052072978,7.36843657476716e-05
"NA.666",0.959248574288997,0.00248627314472958,0.000153987748223063,0.000612886495220359,0.000332148438234025,0.000310553203080799,0.00139031496072258,0.000278160350351861,0.000477916275515148,0.0345929890082205,0.000116196086705568
"NA.667",0.958423223953464,0.0012491709362816,0.000167058654946506,0.00127556391875385,0.000357088128741758,0.000251516198855536,0.00127556391875267,0.000277909181326726,9.3158304026013e-05,0.0365629814832969,6.67653215544625e-05
"NA.668",0.965174646486831,0.000604389063757076,0.000135349130971245,0.0017828518948821,0.000616115062077703,0.000369869097364545,0.00286164374029264,0.000264335112487477,0.000246746115007912,0.0278731981561153,7.08561402130637e-05
"NA.669",0.958713614181733,0.00203053216405236,0.000188602211011625,0.00131599037192417,0.000612034384124422,0.000336803471600982,0.00240103531552574,0.000320924765109484,7.21583634054836e-05,0.0338938031907963,0.000114501580716791
"NA.670",0.956815989302476,0.00101648820504111,0.000199614695773541,0.00115875269261097,0.000672299928664469,0.000658532397609826,0.00257680839128653,0.000452019431783725,8.94744473329437e-05,0.0362292434669231,0.000130777040498024
"NA.671",0.95500014952736,0.00121131010057252,0.000208665299753727,0.00109749636642555,0.000691018744472329,0.000853609793253502,0.00262585222497112,0.000311639630648723,7.85924607286607e-05,0.0378105551813292,0.000111110670484887
"NA.672",0.94374962553772,0.00947589579539323,5.4366362856503e-05,2.98151460942159e-05,7.27797754281934e-05,4.82285586659262e-05,0.00126965159258973,0.000140295621524538,4.82285586659462e-05,0.0450199198630622,9.11931880000037e-05
"NA.673",0.974706092132977,0.00579048796492277,5.29969280613497e-05,2.98151460942159e-05,5.87923735531531e-05,8.77696010120704e-05,0.000528223458388223,4.72014825695662e-05,4.14060370777828e-05,0.0186100133927745,4.72014825695762e-05
"NA.674",0.971998924389149,0.00732216883568254,4.12721039726292e-05,3.55436250334025e-05,4.70005829117759e-05,4.70005829117759e-05,0.000883358508033152,2.98151460942159e-05,4.12721039726292e-05,0.019466544186753,8.70999354861427e-05
"NA.675",0.95937348559627,0.00951216964481602,5.2500204703635e-05,5.2500204703555e-05,0.000114884115879388,6.38427340082645e-05,0.000954231284426555,0.000120555380531732,8.65277926177436e-05,0.0296168028373394,5.2500204703635e-05
"NA.676",0.969541234139516,0.0066289291679696,3.57336340062163e-05,2.98151460942159e-05,3.57336340062163e-05,3.57336340062163e-05,0.000846566477950128,4.16521219182168e-05,4.16521219181968e-05,0.0227153793127852,4.75706098301972e-05
"NA.677",0.952805332880748,0.00766081712417469,6.54462837350836e-05,3.57536690343605e-05,5.35692378547943e-05,5.9507760794859e-05,0.000861208357715003,8.32618525554974e-05,4.16921919745051e-05,0.0382560873117983,7.73233296154128e-05
"NA.678",0.954513991005679,0.00609403589574965,5.263441514279e-05,3.55199633563594e-05,8.68633187156013e-05,4.12247806185029e-05,0.00105668225327955,7.54536841913642e-05,4.12247806185029e-05,0.0379212114011949,8.11585014534577e-05
"NA.679",0.958496403584923,0.0096504696948617,4.55996490454634e-05,2.98151460942159e-05,0.000132414415277105,5.34919005210672e-05,0.000384966462496765,0.000148198918228352,3.77073975698196e-05,0.0308885184157051,0.000132414415277075
"NA.680",0.965304019988201,0.0070708553789404,5.7979307025579e-05,3.92031997380102e-05,4.85912533818046e-05,5.7979307025599e-05,0.00103433688598093,5.7979307025619e-05,3.92031997380102e-05,0.0262130967586302,7.67554143131877e-05
"NA.681",0.969635307071981,0.00420490695944361,3.56955570989288e-05,3.56955570989288e-05,8.27388451366324e-05,4.74563791083547e-05,0.000541410903504643,7.09780231272065e-05,2.98151460942159e-05,0.0252508979452835,6.50976121225436e-05
"NA.682",0.978470408459554,0.00497314876595124,3.6927856338603e-05,2.98151460942159e-05,0.000115167669026892,2.98151460942159e-05,0.000506366732468708,3.6927856338603e-05,9.38295382937106e-05,0.0156137632915462,9.38295382937706e-05
"NA.683",0.956843545096976,0.00704068491714496,5.51938601975922e-05,3.61598246200499e-05,3.61598246200499e-05,2.98151460942159e-05,0.000778487212143188,6.15385387234363e-05,2.98151460942159e-05,0.0350207172161373,6.78832172492404e-05
"NA.684",0.934390517163234,0.00810630227522399,8.26026436702e-05,2.98151460942159e-05,6.9405769276204e-05,2.98151460942159e-05,0.00194336193322504,0.000108996392458192,2.98151460942159e-05,0.0551399626153539,6.9405769276204e-05
"NA.685",0.972807505694949,0.00712537376180977,4.38518594784211e-05,2.98151460942159e-05,5.78885728625863e-05,2.98151460942159e-05,0.00044389819092801,7.19252862468315e-05,4.38518594784211e-05,0.0192881859091963,5.78885728626663e-05
"NA.686",0.959644214285389,0.0100455634297255,7.26861927871264e-05,4.05329077674435e-05,6.19684311138988e-05,4.05329077674435e-05,0.000581779872265239,0.000142351643663106,5.66095502772849e-05,0.0292732278714765,4.05329077674435e-05
"NA.687",0.950040677473381,0.00776075849476299,4.82514179908967e-05,4.21059940253564e-05,5.4396841956477e-05,5.4396841956477e-05,0.000527594487304859,7.28331138531379e-05,3.59605700597761e-05,0.0413086279227522,5.4396841956477e-05
"NA.688",0.960341195280724,0.0126470073807612,4.94987533245408e-05,4.94987533245708e-05,6.91823605549957e-05,4.94987533245408e-05,0.000548150136494236,7.57435629650474e-05,4.29375509144592e-05,0.0260581051070573,6.91823605549257e-05
"NA.689",0.961162340855873,0.00923744413102419,4.14409402671113e-05,4.14409402671113e-05,8.21312198722852e-05,2.98151460942159e-05,0.000942439988666286,3.56280431806636e-05,3.56280431806636e-05,0.0283502497513073,4.14409402671113e-05
"NA.690",0.947455362037697,0.0118136039220714,9.61177939384809e-05,3.58426595346145e-05,2.98151460942159e-05,3.58426595346145e-05,0.000656676543894874,9.00902804981023e-05,4.18701729749731e-05,0.0397089361242275,3.58426595346145e-05
"NA.691",0.963274017364441,0.00523507532627363,2.98151460942159e-05,3.88052327611925e-05,7.47655794290991e-05,4.77953194281691e-05,0.000919833726125264,9.27457527630724e-05,2.98151460942159e-05,0.0301825658271614,7.47655794291391e-05
"NA.692",0.957036859634881,0.00806959532429905,4.6477902940204e-05,2.98151460942159e-05,5.4809281363208e-05,3.81465245172199e-05,0.00096292952947125,0.0001214603087474,6.31406597862521e-05,0.0335219564065365,5.4809281363248e-05
"NA.693",0.969505518573571,0.00750254144235648,5.01767981276e-05,2.98151460942159e-05,2.98151460942159e-05,6.37512328165227e-05,0.000328452709250716,7.05384501610341e-05,3.66023634386772e-05,0.0223529729919957,2.98151460942159e-05
"NA.694",0.952666642748703,0.0123217924765465,2.98151460942159e-05,3.80814388517486e-05,7.11466098819596e-05,3.80814388517486e-05,0.00108790061905915,8.76791953968851e-05,3.80814388517486e-05,0.0335165671068512,0.000104211780911991
"NA.695",0.972146389920099,0.00522315249293131,4.23746076342932e-05,4.23746076343133e-05,4.86543384043419e-05,3.60948768642646e-05,0.00068290714617962,2.98151460942159e-05,5.49340691743906e-05,0.0216509281873499,4.23746076343133e-05
"NA.696",0.95144784888449,0.00522924254846432,4.89306880146912e-05,2.98151460942159e-05,9.99054664692923e-05,3.6186993401041e-05,0.00118311950863056,9.35336191624671e-05,5.53025353215164e-05,0.0416698372961762,0.000106277313776117
"NA.697",0.956580093960991,0.00636344633297369,5.80398840036707e-05,3.54600936760988e-05,5.80398840037107e-05,5.23949364217277e-05,0.00110800013423402,9.19095694949584e-05,5.23949364217577e-05,0.0355196005934486,8.06196743312225e-05
"NA.699",0.958337284216452,0.000123519960377628,0.000315003711304498,0.00400208444724005,0.000107223470937045,0.000376115546707824,0.0119018077035767,0.000881306719365016,7.05563696956633e-05,0.0238226897293678,6.24081249754518e-05
"NA.700",0.960367938792064,0.000419574818005757,0.000228672121559273,0.00212179052798398,5.36779831500239e-05,0.000268443516652366,0.00414217739871291,0.000491163329173522,0.000507071887210287,0.0311708175039293,0.000228672121558853
"NA.701",0.956875742625474,0.000541019036438394,0.000266246945378364,0.00220882172868539,0.000183176313197531,0.000151226070051,0.00291172707791071,0.00042599816111063,0.000630479717248377,0.035635166108567,0.000170396215938911
"NA.702",0.974291808593682,0.000198406175455758,0.000683948340016005,0.00317235193339753,0.000151200687234585,0.00174944364558152,0.003381404809803,0.00135156881628829,0.000103995199013333,0.0147646711122933,0.000151200687234545
"NA.703",0.933205813953488,2.98151460942159e-05,0.0240283840190817,0.00227968097793679,0.000529785330948122,0.00302963625521765,0.00452954680977937,0.00552948717948718,0.00627944245676804,0.0167788163387001,0.00377959153249851
"NA.704",0.915706857483602,2.98151460942159e-05,0.0295280560524747,0.00477953190220632,0.00102975551580203,0.00502951699463327,0.0032796213476446,0.00402957662492546,0.00302963625521765,0.0305279964221825,0.00302963625521765
"NA.705",0.93720557543232,2.98151460942159e-05,0.032777862254025,0.00527950208706023,0.000529785330948122,0.0032796213476446,0.00102975551580203,0.0032796213476446,2.98151460942159e-05,0.0152789057841383,0.00127974060822898
"NA.706",0.939205456171735,0.000279800238521169,0.0202786076326774,0.00127974060822898,2.98151460942159e-05,0.000529785330948122,0.00352960644007156,0.00252966607036374,0.000279800238521169,0.0312779516994633,0.000779770423375075
"NA.707",0.943455202742993,2.98151460942159e-05,0.0192786672629696,0.00302963625521765,2.98151460942159e-05,0.00127974060822898,0.00302963625521765,0.0032796213476446,0.000529785330948122,0.0245283542039356,0.00152972570065593
"site2",0.92190648777579,0.00342961240310077,0.00922926654740608,2.98151460942159e-05,2.98151460942159e-05,0.00142973166368515,0.000829767441860465,0.000429791293977341,0.00102975551580203,0.0614261538461539,0.000229803220035778
"site3",0.924306344663089,0.00162971973762671,0.0116291234347048,0.00402957662492546,2.98151460942159e-05,0.0214285390578414,0.0156288849135361,2.98151460942159e-05,2.98151460942159e-05,0.0212285509838998,2.98151460942159e-05
"site4",0.937705545617174,0.00442955277280859,0.00882929039952296,0.00422956469886702,0.00102975551580203,2.98151460942159e-05,0.00442955277280859,0.00242967203339296,0.00162971973762671,0.0328278592725104,0.00242967203339296
