"","other","Mortierellomycetes","Tremellomycetes","Umbelopsidomycetes","Agaricomycetes","Sordariomycetes","Eurotiomycetes","Leotiomycetes","Pezizomycetes","Dothideomycetes"
"SRR1502574",0.244554455445545,0.10990099009901,0.123762376237624,0.00594059405940594,0.0792079207920792,0.201980198019802,0.0841584158415842,0.0930693069306931,0.0405940594059406,0.0168316831683168
"SRR1502575",0.0574257425742574,0.0376237623762376,0.281188118811881,0.264356435643564,0.0425742574257426,0.0168316831683168,0.0851485148514852,0.168316831683168,0.0178217821782178,0.0287128712871287
"SRR1502576",0.098019801980198,0.0415841584158416,0.114851485148515,0.307920792079208,0.102970297029703,0.0227722772277228,0.0475247524752475,0.186138613861386,0.0148514851485149,0.0633663366336634
"SRR1502577",0.0277227722772277,0.0673267326732673,0.0673267326732673,0.155445544554455,0.466336633663366,0.0099009900990099,0.0465346534653465,0.0554455445544554,0.0455445544554455,0.0584158415841584
"SRR1502578",0.0653465346534653,0.0524752475247525,0.0693069306930693,0.353465346534653,0.281188118811881,0.00297029702970297,0.0871287128712871,0.0841584158415842,0.00099009900990099,0.00297029702970297
"SRR1502581",0.271287128712871,0.0326732673267327,0.0257425742574257,0.0188118811881188,0.581188118811881,0.0316831683168317,0.00495049504950495,0.00495049504950495,0.0118811881188119,0.0168316831683168
"SRR1502587",0.0287128712871287,0.0257425742574257,0.0326732673267327,0.0534653465346535,0.708910891089109,0.00099009900990099,0.0405940594059406,0.0534653465346535,0.0277227722772277,0.0277227722772277
"SRR1502588",0.0554455445544554,0.0178217821782178,0.00693069306930693,0.0336633663366337,0.338613861386139,0.0415841584158416,0.0514851485148515,0.0108910891089109,0.408910891089109,0.0346534653465347
"SRR1502589",0.0306930693069307,0.146534653465347,0.227722772277228,0.0742574257425743,0.465346534653465,0.00693069306930693,0.0138613861386139,0.0217821782178218,0.00396039603960396,0.00891089108910891
"SRR1502590",0.0277227722772277,0.116831683168317,0.0198019801980198,0.0287128712871287,0.70990099009901,0.00495049504950495,0.0257425742574257,0.0396039603960396,0.00495049504950495,0.0217821782178218
"SRR1502596",0.0574257425742574,0.67029702970297,0.0099009900990099,0.0138613861386139,0.175247524752475,0.0188118811881188,0.0346534653465347,0.0168316831683168,0.00099009900990099,0.00198019801980198
"SRR1502597",0.11980198019802,0.155445544554455,0.0138613861386139,0.173267326732673,0.416831683168317,0.0188118811881188,0.0544554455445545,0.00495049504950495,0.00396039603960396,0.0386138613861386
"SRR1502617",0.127722772277228,0.0831683168316832,0.00099009900990099,0.0376237623762376,0.552475247524753,0.135643564356436,0.0217821782178218,0.0227722772277228,0.0118811881188119,0.00594059405940594
