"","mean.other","mean.Mortierellales","mean.Filobasidiales","mean.Tremellales","mean.Umbelopsidales","mean.Russulales","mean.Hypocreales","mean.Eurotiales","mean.Chaetothyriales","mean.Cantharellales","mean.Sordariales","mean.Atheliales","mean.Agaricales","mean.Sebacinales","mean.Helotiales","mean.Thelephorales","mean.Pezizales","mean.Boletales","mean.Pleosporales","mean.Mytilinidales"
"CPER_001-M-22-32-20140812",0.0964214963004697,0.0436650604758564,0.016238246748344,0.015614879960269,0.00850293502092451,0.00549223577415359,0.0751578463211788,0.0149710038498122,0.0166536446716519,0.0217322393262901,0.0487829201674305,0.00679985691401449,0.329780839143815,0.0519980010977982,0.0213370996186906,0.0621821762070726,0.0703455937548598,0.0131256852174325,0.0684125469878243,0.0127856924421115
"CPER_001-M-30-37-20140812",0.127716431258382,0.0671366379957811,0.029759252377323,0.024002357226119,0.0162264984691805,0.00793489643150238,0.0955079128006849,0.0204360186120287,0.0218934568435541,0.0222782961478799,0.0603224408012129,0.0097830405841688,0.213552349921335,0.0390505218412823,0.0344995210183054,0.0438477375062616,0.0593280643016862,0.015694066671318,0.0747303784370825,0.0163001207549109
"CPER_001-M-7-0-20140812",0.112817964528932,0.055062638404921,0.0223258939526251,0.0196511173173674,0.0119276498962084,0.00674802769078563,0.0862504886206663,0.0177524100767917,0.0193418921380645,0.0222668371281596,0.0549370885926575,0.00828670976147653,0.269034939720032,0.0457188894574963,0.0275186144661845,0.0528477453381504,0.065531923661769,0.014592779070625,0.0727373269851961,0.0146490631918911
"CPER_002-M-10-34-20140812",0.131661351845393,0.070768854545476,0.0320310653987968,0.0252660057303118,0.0175408074737403,0.00828231141846695,0.0979239419349369,0.0210888204123931,0.0225829224440964,0.0221171032129091,0.0617167328771229,0.0101997883482152,0.198532480350474,0.0372437084797827,0.0365517336861087,0.041189063256722,0.0574913931002688,0.0159973527957154,0.0750014157722305,0.0168131469168396
"CPER_002-M-25-6-20140812",0.13133410431425,0.0706890508246651,0.0320345180015979,0.0251653143695423,0.0174287672232653,0.00831857924494434,0.0981350276124692,0.0209802113338228,0.0224766411148332,0.0220172441923291,0.0617491693652898,0.0101815902873267,0.199182312899062,0.0372250709697001,0.0362951454826931,0.0413910207634175,0.05760236037173,0.0159565424537708,0.0750488270520991,0.0167885021231925
"CPER_002-M-9-4-20140812",0.135753254000128,0.0749038235095067,0.0347652701230778,0.0267375322643442,0.0191435152070626,0.00869569281102476,0.100400978906716,0.021797566432603,0.0232355991551801,0.0219355385252217,0.0632006374558246,0.0106714609943483,0.182308571441395,0.0351250338462162,0.0387258197642688,0.0384650500744413,0.0552522585032217,0.0161882192997494,0.075360503157911,0.0173336745277592
"CPER_003-M-15-7-20140812",0.120815236160917,0.0614851464108338,0.0261961762175363,0.0219149852299878,0.0136632146802989,0.0074311025445046,0.0920093562321065,0.0190156109357124,0.0205027390325922,0.0219409308812308,0.0588317273178209,0.00890526246239393,0.237593057377278,0.0426903625061011,0.0305753701952007,0.0485103700850533,0.0627563987341826,0.0151202276811951,0.074589603183882,0.0154531221311715
"CPER_003-M-33-11-20140812",0.129947619490161,0.0694890383668539,0.0313831975497512,0.0247072010586724,0.016572511645427,0.00820418877642995,0.0973573328207354,0.0206217925907613,0.0220210463233807,0.021774097423308,0.0617373998431929,0.0099086594401678,0.203986105496517,0.0384198141185142,0.0352008200879729,0.0425662418456579,0.0584523641571143,0.0157752835867805,0.0753201903305302,0.0165550950480719
"CPER_003-M-4-7-20140812",0.119144619220061,0.0601500070169569,0.025386000580827,0.021453246077069,0.0132801438518613,0.00729130703587796,0.0903973116271848,0.0186864461111594,0.0202399617041266,0.021902018202294,0.0578364023019115,0.0087794526116797,0.245071131147416,0.0433822095701724,0.0298581793513212,0.0494348994568164,0.0631801204654564,0.0149488476464855,0.0741695827561659,0.0154081132651567
"CPER_004-M-0-30-20140812",0.107242748765124,0.0510468277471838,0.0201586365990716,0.0182254462696115,0.0104301852572821,0.00634586646898686,0.082855373769291,0.0167084844830165,0.0183235704023907,0.0218875855924422,0.0533591804318189,0.00766101144998916,0.288729412562533,0.0481348712184627,0.0250621600338506,0.0565199399861683,0.067567589116217,0.0140151580867192,0.0716994727413827,0.014026479018458
"CPER_004-M-16-7-20140812",0.114834442835451,0.0567486630076034,0.0232839439739218,0.0201954066281915,0.0122359941753501,0.00694699333997077,0.0880107237060229,0.0179792512369092,0.0196402296635753,0.022073991145525,0.0562793600397972,0.00838736758402448,0.260383262990474,0.0450994140629781,0.028170349617269,0.0519010504269122,0.0649722504472135,0.0146815396355486,0.0732905728761932,0.0148851926070689
"CPER_004-M-23-38-20140812",0.120455310819763,0.0612743237882502,0.0258851675331469,0.021850294245177,0.0136641291226726,0.00740072040958571,0.0916070893283711,0.0190036742797149,0.0205709240229783,0.0220106581923289,0.0583554199428457,0.00889221664400595,0.239326220421542,0.0428670140181105,0.0305356548232769,0.0485925755308723,0.0628063141741242,0.015091234201894,0.0743699453366232,0.0154411131647165
"CPER_007-M-3-37-20140717",0.12933090263542,0.0688038309373593,0.0308714015533122,0.0245128827306683,0.0164699576410339,0.0081725267581486,0.0969608886536167,0.0205698350379067,0.0220023830921148,0.0218462161909588,0.0613493686981521,0.00985732054661667,0.206565296938388,0.0384868584064402,0.0347450676123231,0.0428740275315253,0.0587940877326019,0.015787162071952,0.0754837675378098,0.0165162176936519
